"clust","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"1","19.356735692933757","interacts with","7128 (interacts with) 13029","false","interacts with","7128 (interacts with) 13029"
"1","20.88711650406696","interacts with","7128 (interacts with) 13116","false","interacts with","7128 (interacts with) 13116"
"4","13.819476446238367","interacts with","7128 (interacts with) 13411","false","interacts with","7128 (interacts with) 13411"
"1","18.086909252025745","interacts with","7128 (interacts with) 13437","false","interacts with","7128 (interacts with) 13437"
"1","16.504738186401173","interacts with","7128 (interacts with) 13441","false","interacts with","7128 (interacts with) 13441"
"2","11.771019621166747","interacts with","7128 (interacts with) 13448","false","interacts with","7128 (interacts with) 13448"
"3","16.70843371282044","interacts with","7128 (interacts with) 13508","false","interacts with","7128 (interacts with) 13508"
"3","10.064788926994945","interacts with","7128 (interacts with) 13568","false","interacts with","7128 (interacts with) 13568"
"3","12.325755489695412","interacts with","7128 (interacts with) 13569","false","interacts with","7128 (interacts with) 13569"
"2","25.230771081588845","interacts with","7128 (interacts with) 13718","false","interacts with","7128 (interacts with) 13718"
"20","7.79804168902667","interacts with","7128 (interacts with) 13752","false","interacts with","7128 (interacts with) 13752"
"1","16.441777638486176","interacts with","7128 (interacts with) 13957","false","interacts with","7128 (interacts with) 13957"
"1","38.77750014560232","interacts with","7128 (interacts with) 13999","false","interacts with","7128 (interacts with) 13999"
"2","18.129217003738464","interacts with","7128 (interacts with) 14055","false","interacts with","7128 (interacts with) 14055"
"2","11.594048314190118","interacts with","7135 (interacts with) 7136","false","interacts with","7135 (interacts with) 7136"
"5","11.783293389720946","interacts with","7135 (interacts with) 7198","false","interacts with","7135 (interacts with) 7198"
"6","10.976534691796678","interacts with","7135 (interacts with) 7233","false","interacts with","7135 (interacts with) 7233"
"1","21.206406700611893","interacts with","7135 (interacts with) 7929","false","interacts with","7135 (interacts with) 7929"
"1","14.588475875083494","interacts with","7135 (interacts with) 7975","false","interacts with","7135 (interacts with) 7975"
"14","26.272955933485253","interacts with","7135 (interacts with) 7980","false","interacts with","7135 (interacts with) 7980"
"5","14.693720456268776","interacts with","7135 (interacts with) 8069","false","interacts with","7135 (interacts with) 8069"
"1","18.17907618997886","interacts with","7135 (interacts with) 8658","false","interacts with","7135 (interacts with) 8658"
"2","13.937640886407538","interacts with","7135 (interacts with) 9290","false","interacts with","7135 (interacts with) 9290"
"1","13.53699372775393","interacts with","7135 (interacts with) 9778","false","interacts with","7135 (interacts with) 9778"
"1","16.04303908552922","interacts with","7135 (interacts with) 10381","false","interacts with","7135 (interacts with) 10381"
"1","14.521067952382868","interacts with","7135 (interacts with) 10591","false","interacts with","7135 (interacts with) 10591"
"1","17.33877668231626","interacts with","7135 (interacts with) 10610","false","interacts with","7135 (interacts with) 10610"
"1","13.197406378780558","interacts with","7135 (interacts with) 10675","false","interacts with","7135 (interacts with) 10675"
"1","15.709200441669752","interacts with","7135 (interacts with) 10987","false","interacts with","7135 (interacts with) 10987"
"1","24.609322601407044","interacts with","7135 (interacts with) 11011","false","interacts with","7135 (interacts with) 11011"
"1","15.44842784751106","interacts with","7135 (interacts with) 11385","false","interacts with","7135 (interacts with) 11385"
"2","13.56681266567848","interacts with","7135 (interacts with) 11440","false","interacts with","7135 (interacts with) 11440"
"1","18.086709685206685","interacts with","7135 (interacts with) 11458","false","interacts with","7135 (interacts with) 11458"
"3","21.94567932777651","interacts with","7135 (interacts with) 11555","false","interacts with","7135 (interacts with) 11555"
"1","12.403355719210662","interacts with","7135 (interacts with) 11594","false","interacts with","7135 (interacts with) 11594"
"1","21.528780396485896","interacts with","7135 (interacts with) 11748","false","interacts with","7135 (interacts with) 11748"
"2","23.381942361539686","interacts with","7135 (interacts with) 11792","false","interacts with","7135 (interacts with) 11792"
"1","16.513399732613323","interacts with","7135 (interacts with) 11932","false","interacts with","7135 (interacts with) 11932"
"1","17.548775736511523","interacts with","7135 (interacts with) 11941","false","interacts with","7135 (interacts with) 11941"
"7","10.773055492963428","interacts with","7135 (interacts with) 12027","false","interacts with","7135 (interacts with) 12027"
"1","15.32718354799217","interacts with","7135 (interacts with) 12064","false","interacts with","7135 (interacts with) 12064"
"1","16.362310695834225","interacts with","7135 (interacts with) 12167","false","interacts with","7135 (interacts with) 12167"
"2","14.27164761446801","interacts with","7135 (interacts with) 12173","false","interacts with","7135 (interacts with) 12173"
"1","16.939870139857724","interacts with","7135 (interacts with) 12209","false","interacts with","7135 (interacts with) 12209"
"1","13.567677344522453","interacts with","7135 (interacts with) 12371","false","interacts with","7135 (interacts with) 12371"
"2","15.422032012158715","interacts with","7135 (interacts with) 12643","false","interacts with","7135 (interacts with) 12643"
"2","24.474663999663992","interacts with","7135 (interacts with) 13258","false","interacts with","7135 (interacts with) 13258"
"2","16.79616214711069","interacts with","7135 (interacts with) 13326","false","interacts with","7135 (interacts with) 13326"
"1","15.385600565574377","interacts with","7135 (interacts with) 13411","false","interacts with","7135 (interacts with) 13411"
"1","16.489328782807082","interacts with","7135 (interacts with) 13437","false","interacts with","7135 (interacts with) 13437"
"1","14.631885352225293","interacts with","7135 (interacts with) 13448","false","interacts with","7135 (interacts with) 13448"
"2","11.065656119265931","interacts with","7135 (interacts with) 13568","false","interacts with","7135 (interacts with) 13568"
"2","22.670602704910532","interacts with","7135 (interacts with) 13718","false","interacts with","7135 (interacts with) 13718"
"2","11.829659975237037","interacts with","7135 (interacts with) 13752","false","interacts with","7135 (interacts with) 13752"
"2","14.056715915811228","interacts with","7135 (interacts with) 13957","false","interacts with","7135 (interacts with) 13957"
"1","9.06449454754028","interacts with","7136 (interacts with) 7233","false","interacts with","7136 (interacts with) 7233"
"1","12.073600890614241","interacts with","7136 (interacts with) 7824","false","interacts with","7136 (interacts with) 7824"
"3","41.814027762615545","interacts with","7136 (interacts with) 7980","false","interacts with","7136 (interacts with) 7980"
"1","20.50228080458216","interacts with","7136 (interacts with) 8069","false","interacts with","7136 (interacts with) 8069"
"2","27.378122219559135","interacts with","7136 (interacts with) 8658","false","interacts with","7136 (interacts with) 8658"
"3","13.46383028428823","interacts with","7136 (interacts with) 9233","false","interacts with","7136 (interacts with) 9233"
"1","12.175003580590207","interacts with","7136 (interacts with) 9322","false","interacts with","7136 (interacts with) 9322"
"1","13.181252815156142","interacts with","7136 (interacts with) 9550","false","interacts with","7136 (interacts with) 9550"
"1","16.281228230544386","interacts with","7136 (interacts with) 9778","false","interacts with","7136 (interacts with) 9778"
"1","8.150726033612877","interacts with","7136 (interacts with) 10381","false","interacts with","7136 (interacts with) 10381"
"1","8.147808973361428","interacts with","7136 (interacts with) 11594","false","interacts with","7136 (interacts with) 11594"
"1","9.52417022558648","interacts with","7136 (interacts with) 11932","false","interacts with","7136 (interacts with) 11932"
"4","11.901324340083804","interacts with","7136 (interacts with) 12027","false","interacts with","7136 (interacts with) 12027"
"1","20.266282630200458","interacts with","7136 (interacts with) 12643","false","interacts with","7136 (interacts with) 12643"
"1","7.1013009192971275","interacts with","7136 (interacts with) 12790","false","interacts with","7136 (interacts with) 12790"
"2","20.858539970868208","interacts with","7136 (interacts with) 13411","false","interacts with","7136 (interacts with) 13411"
"1","9.37305140365351","interacts with","7136 (interacts with) 13568","false","interacts with","7136 (interacts with) 13568"
"3","8.094519194284487","interacts with","7136 (interacts with) 13752","false","interacts with","7136 (interacts with) 13752"
"1","11.083149046687922","interacts with","7136 (interacts with) 13957","false","interacts with","7136 (interacts with) 13957"
"3","9.678259093394608","interacts with","7198 (interacts with) 7233","false","interacts with","7198 (interacts with) 7233"
"1","9.432596308252702","interacts with","7198 (interacts with) 7929","false","interacts with","7198 (interacts with) 7929"
